Country / territory of asylum/residence,Origin,Year,Value,coor_from,coor_to
Canada,Vietnam,1996,50,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Denmark,Congo [DRC],1996,2,"(21.758664, -4.038333)","(9.501785, 56.26392)"
Denmark,Iran,1996,201,"(53.688046, 32.427908)","(9.501785, 56.26392)"
Denmark,Stateless,1996,2,,"(9.501785, 56.26392)"
Denmark,Syria,1996,1,"(38.996815, 34.802075)","(9.501785, 56.26392)"
Denmark,Vietnam,1996,24,"(108.277199, 14.058324)","(9.501785, 56.26392)"
Finland,Various/unknown,1996,840,,"(25.748151, 61.92411)"
Iceland,Various/unknown,1996,30,,"(-19.020835, 64.963051)"
Japan,Various/unknown,1996,4,,"(138.252924, 36.204824)"
Netherlands,Iran,1996,9,"(53.688046, 32.427908)","(5.291266, 52.132633)"
New Zealand,Laos,1996,5,"(102.495496, 19.85627)","(174.885971, -40.900557)"
New Zealand,Palestinian Territories,1996,6,"(35.233154, 31.952162)","(174.885971, -40.900557)"
New Zealand,Serbia,1996,1,"(21.005859, 44.016521)","(174.885971, -40.900557)"
New Zealand,Vietnam,1996,116,"(108.277199, 14.058324)","(174.885971, -40.900557)"
Norway,Various/unknown,1996,594,,"(8.468946, 60.472024)"
Sweden,Various/unknown,1996,1629,,"(18.643501, 60.128161)"
United Kingdom,Various/unknown,1996,20,,"(-3.435973, 55.378051)"
United States,Albania,1996,23,"(20.168331, 41.153332)","(-95.712891, 37.09024)"
United States,Angola,1996,2,"(17.873887, -11.202692)","(-95.712891, 37.09024)"
United States,Bosnia and Herzegovina,1996,12030,"(17.679076, 43.915886)","(-95.712891, 37.09024)"
United States,Burundi,1996,8,"(29.918886, -3.373056)","(-95.712891, 37.09024)"
United States,Cameroon,1996,1,"(12.354722, 7.369722)","(-95.712891, 37.09024)"
United States,China,1996,1,"(104.195397, 35.86166)","(-95.712891, 37.09024)"
United States,Cuba,1996,3498,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,Czech Republic,1996,1,"(15.472962, 49.817492)","(-95.712891, 37.09024)"
United States,Congo [DRC],1996,38,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,Eritrea,1996,14,"(39.782334, 15.179384)","(-95.712891, 37.09024)"
United States,Ethiopia,1996,194,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Ghana,1996,1,"(-1.023194, 7.946527)","(-95.712891, 37.09024)"
United States,Haiti,1996,39,"(-72.285215, 18.971187)","(-95.712891, 37.09024)"
United States,India,1996,4,"(78.96288, 20.593684)","(-95.712891, 37.09024)"
United States,Iran,1996,1256,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,1996,2528,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Kenya,1996,6,"(37.906193, -0.023559)","(-95.712891, 37.09024)"
United States,Laos,1996,2201,"(102.495496, 19.85627)","(-95.712891, 37.09024)"
United States,Liberia,1996,46,"(-9.429499, 6.428055)","(-95.712891, 37.09024)"
United States,Myanmar [Burma],1996,11,"(95.956223, 21.913965)","(-95.712891, 37.09024)"
United States,Nicaragua,1996,2,"(-85.207229, 12.865416)","(-95.712891, 37.09024)"
United States,Nigeria,1996,34,"(8.675277, 9.081999)","(-95.712891, 37.09024)"
United States,Peru,1996,2,"(-75.015152, -9.189967)","(-95.712891, 37.09024)"
United States,Poland,1996,11,"(19.145136, 51.919438)","(-95.712891, 37.09024)"
United States,Romania,1996,16,"(24.96676, 45.943161)","(-95.712891, 37.09024)"
United States,Russia,1996,29536,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Rwanda,1996,118,"(29.873888, -1.940278)","(-95.712891, 37.09024)"
United States,Sierra Leone,1996,13,"(-11.779889, 8.460555)","(-95.712891, 37.09024)"
United States,Somalia,1996,6436,"(46.199616, 5.152149)","(-95.712891, 37.09024)"
United States,South Africa,1996,1,"(22.937506, -30.559482)","(-95.712891, 37.09024)"
United States,Sudan,1996,575,"(30.217636, 12.862807)","(-95.712891, 37.09024)"
United States,Togo,1996,1,"(0.824782, 8.619543)","(-95.712891, 37.09024)"
United States,Uganda,1996,10,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Various/unknown,1996,11,,"(-95.712891, 37.09024)"
United States,Vietnam,1996,17021,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
United States,Zambia,1996,4,"(27.849332, -13.133897)","(-95.712891, 37.09024)"
Australia,Iran,1997,231,"(53.688046, 32.427908)","(133.775136, -25.274398)"
Australia,Myanmar [Burma],1997,127,"(95.956223, 21.913965)","(133.775136, -25.274398)"
Australia,Russia,1997,79,"(105.318756, 61.52401)","(133.775136, -25.274398)"
Australia,Serbia,1997,1595,"(21.005859, 44.016521)","(133.775136, -25.274398)"
Australia,Syria,1997,7,"(38.996815, 34.802075)","(133.775136, -25.274398)"
Australia,Macedonia [FYROM],1997,12,"(21.745275, 41.608635)","(133.775136, -25.274398)"
Australia,Vietnam,1997,614,"(108.277199, 14.058324)","(133.775136, -25.274398)"
Canada,Hong Kong,1997,2,"(114.109497, 22.396428)","(-106.346771, 56.130366)"
Canada,Czech Republic,1997,1,"(15.472962, 49.817492)","(-106.346771, 56.130366)"
Canada,Congo [DRC],1997,71,"(21.758664, -4.038333)","(-106.346771, 56.130366)"
Canada,Iran,1997,185,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Laos,1997,1,"(102.495496, 19.85627)","(-106.346771, 56.130366)"
Canada,Myanmar [Burma],1997,146,"(95.956223, 21.913965)","(-106.346771, 56.130366)"
Canada,Russia,1997,170,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,1997,461,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Syria,1997,16,"(38.996815, 34.802075)","(-106.346771, 56.130366)"
Canada,United Kingdom,1997,1,"(-3.435973, 55.378051)","(-106.346771, 56.130366)"
Canada,Tanzania,1997,1,"(34.888822, -6.369028)","(-106.346771, 56.130366)"
Canada,United States,1997,1,"(-95.712891, 37.09024)","(-106.346771, 56.130366)"
Canada,Various/unknown,1997,52,,"(-106.346771, 56.130366)"
Canada,Venezuela,1997,3,"(-66.58973, 6.42375)","(-106.346771, 56.130366)"
Canada,Vietnam,1997,32,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Denmark,Iran,1997,153,"(53.688046, 32.427908)","(9.501785, 56.26392)"
Denmark,Palestinian Territories,1997,1,"(35.233154, 31.952162)","(9.501785, 56.26392)"
Denmark,Russia,1997,4,"(105.318756, 61.52401)","(9.501785, 56.26392)"
Denmark,Vietnam,1997,1,"(108.277199, 14.058324)","(9.501785, 56.26392)"
Finland,Iran,1997,251,"(53.688046, 32.427908)","(25.748151, 61.92411)"
Finland,Serbia,1997,24,"(21.005859, 44.016521)","(25.748151, 61.92411)"
Iceland,Serbia,1997,17,"(21.005859, 44.016521)","(-19.020835, 64.963051)"
Japan,Various/unknown,1997,4,,"(138.252924, 36.204824)"
Netherlands,Iran,1997,3,"(53.688046, 32.427908)","(5.291266, 52.132633)"
New Zealand,Iran,1997,24,"(53.688046, 32.427908)","(174.885971, -40.900557)"
New Zealand,Laos,1997,62,"(102.495496, 19.85627)","(174.885971, -40.900557)"
New Zealand,Serbia,1997,3,"(21.005859, 44.016521)","(174.885971, -40.900557)"
New Zealand,Syria,1997,13,"(38.996815, 34.802075)","(174.885971, -40.900557)"
New Zealand,Vietnam,1997,23,"(108.277199, 14.058324)","(174.885971, -40.900557)"
Norway,Iran,1997,564,"(53.688046, 32.427908)","(8.468946, 60.472024)"
Norway,Serbia,1997,1,"(21.005859, 44.016521)","(8.468946, 60.472024)"
Norway,Stateless,1997,5,,"(8.468946, 60.472024)"
Norway,Syria,1997,2,"(38.996815, 34.802075)","(8.468946, 60.472024)"
Norway,Vietnam,1997,3,"(108.277199, 14.058324)","(8.468946, 60.472024)"
Sweden,Iran,1997,686,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,Various/unknown,1997,21,,"(18.643501, 60.128161)"
Sweden,Vietnam,1997,21,"(108.277199, 14.058324)","(18.643501, 60.128161)"
United States,Albania,1997,9,"(20.168331, 41.153332)","(-95.712891, 37.09024)"
United States,Bosnia and Herzegovina,1997,21357,"(17.679076, 43.915886)","(-95.712891, 37.09024)"
United States,Burkina Faso,1997,1,"(-1.561593, 12.238333)","(-95.712891, 37.09024)"
United States,Burundi,1997,33,"(29.918886, -3.373056)","(-95.712891, 37.09024)"
United States,Cameroon,1997,19,"(12.354722, 7.369722)","(-95.712891, 37.09024)"
United States,Chad,1997,45,"(18.732207, 15.454166)","(-95.712891, 37.09024)"
United States,Cuba,1997,2911,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,Congo [DRC],1997,45,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,Djibouti,1997,16,"(42.590275, 11.825138)","(-95.712891, 37.09024)"
United States,Eritrea,1997,7,"(39.782334, 15.179384)","(-95.712891, 37.09024)"
United States,Ethiopia,1997,197,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Gambia,1997,16,"(-15.310139, 13.443182)","(-95.712891, 37.09024)"
United States,Ghana,1997,4,"(-1.023194, 7.946527)","(-95.712891, 37.09024)"
United States,Haiti,1997,75,"(-72.285215, 18.971187)","(-95.712891, 37.09024)"
United States,India,1997,6,"(78.96288, 20.593684)","(-95.712891, 37.09024)"
United States,Iran,1997,1305,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,1997,2679,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Laos,1997,939,"(102.495496, 19.85627)","(-95.712891, 37.09024)"
United States,Liberia,1997,231,"(-9.429499, 6.428055)","(-95.712891, 37.09024)"
United States,Myanmar [Burma],1997,182,"(95.956223, 21.913965)","(-95.712891, 37.09024)"
United States,Nigeria,1997,7,"(8.675277, 9.081999)","(-95.712891, 37.09024)"
United States,Poland,1997,6,"(19.145136, 51.919438)","(-95.712891, 37.09024)"
United States,Romania,1997,3,"(24.96676, 45.943161)","(-95.712891, 37.09024)"
United States,Russia,1997,27072,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Rwanda,1997,100,"(29.873888, -1.940278)","(-95.712891, 37.09024)"
United States,Serbia,1997,3,"(21.005859, 44.016521)","(-95.712891, 37.09024)"
United States,Sierra Leone,1997,57,"(-11.779889, 8.460555)","(-95.712891, 37.09024)"
United States,Somalia,1997,4974,"(46.199616, 5.152149)","(-95.712891, 37.09024)"
United States,South Africa,1997,1,"(22.937506, -30.559482)","(-95.712891, 37.09024)"
United States,Sudan,1997,277,"(30.217636, 12.862807)","(-95.712891, 37.09024)"
United States,Togo,1997,30,"(0.824782, 8.619543)","(-95.712891, 37.09024)"
United States,Uganda,1997,9,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Vietnam,1997,7469,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
Australia,Congo [DRC],1998,3,"(21.758664, -4.038333)","(133.775136, -25.274398)"
Australia,Iran,1998,462,"(53.688046, 32.427908)","(133.775136, -25.274398)"
Australia,Laos,1998,4,"(102.495496, 19.85627)","(133.775136, -25.274398)"
Australia,Myanmar [Burma],1998,86,"(95.956223, 21.913965)","(133.775136, -25.274398)"
Australia,Russia,1998,24,"(105.318756, 61.52401)","(133.775136, -25.274398)"
Australia,Serbia,1998,3322,"(21.005859, 44.016521)","(133.775136, -25.274398)"
Australia,Stateless,1998,5,,"(133.775136, -25.274398)"
Australia,Syria,1998,5,"(38.996815, 34.802075)","(133.775136, -25.274398)"
Australia,Macedonia [FYROM],1998,2,"(21.745275, 41.608635)","(133.775136, -25.274398)"
Australia,Tanzania,1998,1,"(34.888822, -6.369028)","(133.775136, -25.274398)"
Australia,Vietnam,1998,209,"(108.277199, 14.058324)","(133.775136, -25.274398)"
Burkina Faso,Congo [DRC],1998,4,"(21.758664, -4.038333)","(-1.561593, 12.238333)"
Burundi,Congo [DRC],1998,15,"(21.758664, -4.038333)","(29.918886, -3.373056)"
Cameroon,Congo [DRC],1998,5,"(21.758664, -4.038333)","(12.354722, 7.369722)"
Cameroon,Various/unknown,1998,1,,"(12.354722, 7.369722)"
Canada,Hong Kong,1998,2,"(114.109497, 22.396428)","(-106.346771, 56.130366)"
Canada,Congo,1998,1,,"(-106.346771, 56.130366)"
Canada,Congo [DRC],1998,51,"(21.758664, -4.038333)","(-106.346771, 56.130366)"
Canada,Iran,1998,269,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Laos,1998,1,"(102.495496, 19.85627)","(-106.346771, 56.130366)"
Canada,Myanmar [Burma],1998,40,"(95.956223, 21.913965)","(-106.346771, 56.130366)"
Canada,Russia,1998,169,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,1998,379,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Syria,1998,12,"(38.996815, 34.802075)","(-106.346771, 56.130366)"
Canada,Macedonia [FYROM],1998,3,"(21.745275, 41.608635)","(-106.346771, 56.130366)"
Canada,Tibetan,1998,4,,"(-106.346771, 56.130366)"
Canada,United Kingdom,1998,5,"(-3.435973, 55.378051)","(-106.346771, 56.130366)"
Canada,United States,1998,1,"(-95.712891, 37.09024)","(-106.346771, 56.130366)"
Canada,Various/unknown,1998,29,,"(-106.346771, 56.130366)"
Canada,Vietnam,1998,23,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Denmark,Congo [DRC],1998,3,"(21.758664, -4.038333)","(9.501785, 56.26392)"
Denmark,Iran,1998,152,"(53.688046, 32.427908)","(9.501785, 56.26392)"
Denmark,Stateless,1998,3,,"(9.501785, 56.26392)"
Denmark,Syria,1998,1,"(38.996815, 34.802075)","(9.501785, 56.26392)"
Denmark,Vietnam,1998,1,"(108.277199, 14.058324)","(9.501785, 56.26392)"
Finland,Various/unknown,1998,304,,"(25.748151, 61.92411)"
Iran,Iraq,1998,191,"(43.679291, 33.223191)","(53.688046, 32.427908)"
Netherlands,Congo [DRC],1998,19,"(21.758664, -4.038333)","(5.291266, 52.132633)"
Netherlands,Iran,1998,6,"(53.688046, 32.427908)","(5.291266, 52.132633)"
Netherlands,Palestinian Territories,1998,6,"(35.233154, 31.952162)","(5.291266, 52.132633)"
New Zealand,Congo,1998,1,,"(174.885971, -40.900557)"
New Zealand,Iran,1998,70,"(53.688046, 32.427908)","(174.885971, -40.900557)"
New Zealand,Syria,1998,4,"(38.996815, 34.802075)","(174.885971, -40.900557)"
New Zealand,Vietnam,1998,8,"(108.277199, 14.058324)","(174.885971, -40.900557)"
Norway,Congo,1998,1,,"(8.468946, 60.472024)"
Norway,Congo [DRC],1998,27,"(21.758664, -4.038333)","(8.468946, 60.472024)"
Norway,Iran,1998,369,"(53.688046, 32.427908)","(8.468946, 60.472024)"
Norway,Stateless,1998,5,,"(8.468946, 60.472024)"
Norway,Syria,1998,10,"(38.996815, 34.802075)","(8.468946, 60.472024)"
Sweden,Iran,1998,765,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,Serbia,1998,2,"(21.005859, 44.016521)","(18.643501, 60.128161)"
Sweden,Stateless,1998,3,,"(18.643501, 60.128161)"
Sweden,Syria,1998,3,"(38.996815, 34.802075)","(18.643501, 60.128161)"
Sweden,Various/unknown,1998,47,,"(18.643501, 60.128161)"
United States,Afghanistan,1998,88,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Albania,1998,3,"(20.168331, 41.153332)","(-95.712891, 37.09024)"
United States,Bosnia and Herzegovina,1998,30906,"(17.679076, 43.915886)","(-95.712891, 37.09024)"
United States,Burundi,1998,24,"(29.918886, -3.373056)","(-95.712891, 37.09024)"
United States,Côte d'Ivoire,1998,1,"(-5.54708, 7.539989)","(-95.712891, 37.09024)"
United States,Cameroon,1998,15,"(12.354722, 7.369722)","(-95.712891, 37.09024)"
United States,Chad,1998,41,"(18.732207, 15.454166)","(-95.712891, 37.09024)"
United States,Cuba,1998,1587,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,Congo [DRC],1998,52,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,Djibouti,1998,15,"(42.590275, 11.825138)","(-95.712891, 37.09024)"
United States,Eritrea,1998,9,"(39.782334, 15.179384)","(-95.712891, 37.09024)"
United States,Ethiopia,1998,152,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Gambia,1998,50,"(-15.310139, 13.443182)","(-95.712891, 37.09024)"
United States,Indonesia,1998,1,"(113.921327, -0.789275)","(-95.712891, 37.09024)"
United States,Iran,1998,1699,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,1998,1407,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Kenya,1998,13,"(37.906193, -0.023559)","(-95.712891, 37.09024)"
United States,Liberia,1998,1494,"(-9.429499, 6.428055)","(-95.712891, 37.09024)"
United States,Madagascar,1998,2,"(46.869107, -18.766947)","(-95.712891, 37.09024)"
United States,Myanmar [Burma],1998,186,"(95.956223, 21.913965)","(-95.712891, 37.09024)"
United States,Nigeria,1998,312,"(8.675277, 9.081999)","(-95.712891, 37.09024)"
United States,Poland,1998,2,"(19.145136, 51.919438)","(-95.712891, 37.09024)"
United States,Russia,1998,23349,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Rwanda,1998,86,"(29.873888, -1.940278)","(-95.712891, 37.09024)"
United States,Sierra Leone,1998,176,"(-11.779889, 8.460555)","(-95.712891, 37.09024)"
United States,Somalia,1998,2951,"(46.199616, 5.152149)","(-95.712891, 37.09024)"
United States,Sudan,1998,1252,"(30.217636, 12.862807)","(-95.712891, 37.09024)"
United States,Togo,1998,15,"(0.824782, 8.619543)","(-95.712891, 37.09024)"
United States,Tunisia,1998,3,"(9.537499, 33.886917)","(-95.712891, 37.09024)"
United States,Uganda,1998,2,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Vietnam,1998,10661,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
Uruguay,Vietnam,1998,1,"(108.277199, 14.058324)","(-55.765835, -32.522779)"
Australia,Congo [DRC],1999,1,"(21.758664, -4.038333)","(133.775136, -25.274398)"
Australia,Iran,1999,461,"(53.688046, 32.427908)","(133.775136, -25.274398)"
Australia,Myanmar [Burma],1999,99,"(95.956223, 21.913965)","(133.775136, -25.274398)"
Australia,Palestinian Territories,1999,17,"(35.233154, 31.952162)","(133.775136, -25.274398)"
Australia,Russia,1999,15,"(105.318756, 61.52401)","(133.775136, -25.274398)"
Australia,Serbia,1999,2157,"(21.005859, 44.016521)","(133.775136, -25.274398)"
Australia,Stateless,1999,13,,"(133.775136, -25.274398)"
Australia,Syria,1999,3,"(38.996815, 34.802075)","(133.775136, -25.274398)"
Australia,Vietnam,1999,24,"(108.277199, 14.058324)","(133.775136, -25.274398)"
Benin,Congo [DRC],1999,2,"(21.758664, -4.038333)","(2.315834, 9.30769)"
Burkina Faso,Congo [DRC],1999,6,"(21.758664, -4.038333)","(-1.561593, 12.238333)"
Canada,Czech Republic,1999,1,"(15.472962, 49.817492)","(-106.346771, 56.130366)"
Canada,Congo [DRC],1999,86,"(21.758664, -4.038333)","(-106.346771, 56.130366)"
Canada,Iran,1999,470,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Myanmar [Burma],1999,49,"(95.956223, 21.913965)","(-106.346771, 56.130366)"
Canada,Russia,1999,17,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,1999,384,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Syria,1999,20,"(38.996815, 34.802075)","(-106.346771, 56.130366)"
Canada,Macedonia [FYROM],1999,5,"(21.745275, 41.608635)","(-106.346771, 56.130366)"
Canada,United Kingdom,1999,1,"(-3.435973, 55.378051)","(-106.346771, 56.130366)"
Canada,Tanzania,1999,1,"(34.888822, -6.369028)","(-106.346771, 56.130366)"
Canada,Various/unknown,1999,20,,"(-106.346771, 56.130366)"
Canada,Venezuela,1999,3,"(-66.58973, 6.42375)","(-106.346771, 56.130366)"
Canada,Vietnam,1999,15,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Chile,Serbia,1999,27,"(21.005859, 44.016521)","(-71.542969, -35.675147)"
Denmark,Congo,1999,7,,"(9.501785, 56.26392)"
Denmark,Congo [DRC],1999,20,"(21.758664, -4.038333)","(9.501785, 56.26392)"
Denmark,Iran,1999,139,"(53.688046, 32.427908)","(9.501785, 56.26392)"
Denmark,Serbia,1999,13,"(21.005859, 44.016521)","(9.501785, 56.26392)"
Denmark,Stateless,1999,1,,"(9.501785, 56.26392)"
Denmark,Syria,1999,9,"(38.996815, 34.802075)","(9.501785, 56.26392)"
Denmark,Vietnam,1999,1,"(108.277199, 14.058324)","(9.501785, 56.26392)"
Finland,Iran,1999,274,"(53.688046, 32.427908)","(25.748151, 61.92411)"
Finland,Serbia,1999,104,"(21.005859, 44.016521)","(25.748151, 61.92411)"
Iceland,Serbia,1999,75,"(21.005859, 44.016521)","(-19.020835, 64.963051)"
Ireland,Serbia,1999,1032,"(21.005859, 44.016521)","(-8.24389, 53.41291)"
Japan,Vietnam,1999,5,"(108.277199, 14.058324)","(138.252924, 36.204824)"
Netherlands,Congo [DRC],1999,5,"(21.758664, -4.038333)","(5.291266, 52.132633)"
Netherlands,Vietnam,1999,1,"(108.277199, 14.058324)","(5.291266, 52.132633)"
New Zealand,Iran,1999,41,"(53.688046, 32.427908)","(174.885971, -40.900557)"
New Zealand,Serbia,1999,384,"(21.005859, 44.016521)","(174.885971, -40.900557)"
New Zealand,Various/unknown,1999,83,,"(174.885971, -40.900557)"
New Zealand,Vietnam,1999,60,"(108.277199, 14.058324)","(174.885971, -40.900557)"
Norway,Congo,1999,8,,"(8.468946, 60.472024)"
Norway,North Korea,1999,3,"(127.510093, 40.339852)","(8.468946, 60.472024)"
Norway,Congo [DRC],1999,57,"(21.758664, -4.038333)","(8.468946, 60.472024)"
Norway,Iran,1999,422,"(53.688046, 32.427908)","(8.468946, 60.472024)"
